Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
1220,Loudred,,294,♂,1146,154,15,12,11,84.4,32.0,32.0,,,,"2026-07-02 17:37",4/7/2026,,,0,0,0,6000,97.02%,123,94.70%,378000,162,Loudred,,0,76.90%,947,96.25%,279000,212,Exploud,,0,,,,,,,,,
1221,Trapinch,,328,,712,85,13,13,15,91.1,20.0,20.0,,,,"2026-07-02 17:37",4/7/7076,,,0,0,0,2500,86.81%,541,97.04%,0,125,Flygon,,0,52.63%,1941,96.09%,161000,285,Flygon,,0,,,,,,,,,
1222,Deino,,633,♂,595,93,15,11,15,91.1,20.0,20.0,,,,"2026-07-02 17:37",4/7/2026,,,0,0,0,2500,15.75%,3451,93.04%,60500,79,Zweilous,,0,19.34%,3304,94.45%,24000,147,Hydreigon,,0,,,,,,,,,
1223,Hawlucha,,701,♂,1358,118,15,13,12,88.9,20.0,20.0,,,,"2026-07-02 17:37",3/1/2026,,,1,0,0,1250,69.50%,1250,95.59%,5500,10,Hawlucha,,0,67.72%,1323,95.94%,156500,248,Hawlucha,,0,,,,,,,,,
1224,Sandile,,551,♂,589,90,15,14,15,97.8,20.0,20.0,,,,"2026-07-02 17:37",4/8/2026,,,0,0,0,2500,90.09%,407,96.24%,325000,273,Krokorok,,0,30.28%,2856,95.27%,60500,179,Krookodile,,0,,,,,,,,,
1225,Dratini,,147,♂,425,69,15,13,14,93.3,15.0,15.0,,,,"2026-07-02 17:37",4/8/2026,,,0,0,0,1900,31.26%,2816,94.13%,91400,107,Dragonair,,0,43.76%,2304,95.21%,38400,161,Dragonite,Normal,0,52.19%,1959,92.96%,9800,10,Dratini,,0,
1226,Tinkaton,,959,♀,2265,168,15,15,15,100.0,40.5,40.5,,,,"2026-07-02 17:37",4/11/2026,,,0,0,0,0,,,,,,,,,99.68%,14,99.42%,196000,0,Tinkaton,,0,,,,,,,,,
1227,Swablu,,333,♂,603,96,15,12,14,91.1,26.0,26.0,,,,"2026-07-02 17:37",,,,1,0,0,2000,9.52%,3706,92.00%,0,400,Altaria,Normal,0,99.34%,28,98.01%,218000,614,Altaria,Normal,0,,,,,,,,,
1228,Toedscool,,948,♂,163,41,15,7,9,68.9,6.0,6.0,,,,"2026-07-02 17:37",4/14/2026,,,0,0,0,600,3.35%,3959,91.91%,52400,106,Toedscruel,,0,30.60%,2843,94.06%,378400,344,Toedscruel,,0,60.85%,1604,92.80%,2000,53,Toedscruel,,0,
1229,Toedscool,,948,♂,279,56,10,11,14,77.8,10.0,10.0,,,,"2026-07-02 17:37",4/15/2026,,,0,0,0,1000,84.05%,654,96.85%,49000,101,Toedscruel,,0,74.11%,1061,96.05%,385000,336,Toedscruel,,0,32.77%,2754,90.47%,23400,28,Toedscool,,0,
1230,Nihilego,,793,,2226,151,12,15,14,91.1,20.0,20.0,,,,"2026-07-02 17:37",3/7/2026,,,1,0,0,1250,,,,,,,,,33.06%,2742,94.98%,5500,10,Nihilego,,0,,,,,,,,,
1231,Hitmontop,,237,♂,478,56,15,11,13,86.7,8.0,8.0,,,,"2026-07-02 17:37",4/16/7076,,,0,1,0,961,41.90%,2380,94.34%,79326,100,Hitmontop,,1,99.88%,6,99.10%,402600,213,Hitmontop,,2,22.98%,3155,89.33%,0,0,Hitmontop,,1,
1232,Shellos,,422,♂,471,100,13,13,12,84.4,15.0,15.0,,,,"2026-07-02 17:37",4/20/2026,,,0,0,0,1900,67.08%,1349,95.73%,38400,86,Gastrodon,,0,88.30%,480,96.90%,424400,318,Gastrodon,,0,17.14%,3394,90.07%,1900,2,Shellos,,0,
1233,Guzzlord,,799,,1607,270,12,13,13,84.4,20.0,20.0,,,,"2026-07-02 17:37",10/18/2023,,,1,0,0,1250,,,,,,,,,58.34%,1707,95.80%,48500,86,Guzzlord,,0,,,,,,,,,
1234,Gastrodon,,423,♀,1123,142,14,15,15,97.8,17.0,17.0,,,,"2026-07-02 17:37",4/24/2026,,,0,0,0,2200,59.73%,1650,95.37%,27800,25,Gastrodon,,0,92.72%,299,97.36%,376800,260,Gastrodon,,0,,,,,,,,,
1235,Sinistea,,854,,481,69,15,12,15,93.3,15.0,15.0,,,,"2026-07-02 17:37",,,,0,0,0,1900,39.80%,2466,94.84%,7600,58,Polteageist,,0,38.58%,2516,95.68%,81900,124,Polteageist,,0,74.85%,1031,94.50%,1900,2,Sinistea,,0,
1236,Qwilfish,Normal,211,♂,454,66,15,10,15,88.9,8.0,8.0,,,,"2026-07-02 17:37",4/27/2026,,,0,1,0,961,68.74%,1281,95.92%,93126,112,Qwilfish,Normal,1,99.56%,19,98.04%,402600,213,Qwilfish,Normal,2,32.06%,2783,91.30%,961,2,Qwilfish,Normal,1,
1237,Zacian,Hero,888,,2168,121,15,14,12,91.1,20.0,20.0,,,,"2026-07-02 17:37",3/12/2026,,,1,0,0,1250,,,,,,,,,68.77%,1280,96.58%,8500,16,Zacian,Hero,0,,,,,,,,,
1238,Growlithe,Normal,58,♂,525,83,15,12,15,93.3,15.0,15.0,,,,"2026-07-02 17:37",5/1/2026,,,0,0,0,1900,13.24%,3554,93.06%,7600,58,Arcanine,Normal,0,45.49%,2233,95.86%,86400,128,Arcanine,Normal,0,,,,,,,,,
1239,Snorlax,,143,♂,1173,162,15,11,8,75.6,13.0,13.0,,,,"2026-07-02 17:37",5/1/2026,,,0,1,0,0,42.44%,2358,94.36%,14524,21,Snorlax,,1,21.32%,3223,94.42%,95164,103,Snorlax,,1,,,,,,,,,
1240,Morelull,,755,♂,211,48,12,3,8,51.1,8.0,8.0,,,,"2026-07-02 17:37",5/3/2026,,,0,1,0,961,18.56%,3336,93.34%,142326,207,Shiinotic,,1,79.05%,859,91.33%,402600,258,Shiinotic,,2,41.73%,2387,91.87%,4322,58,Shiinotic,,1,
1241,Duskull,,355,♂,153,36,14,11,12,82.2,8.0,8.0,,,,"2026-07-02 17:37",,,,0,1,0,961,64.44%,1457,95.57%,63126,209,Dusknoir,,1,76.29%,972,95.82%,256800,325,Dusknoir,,2,41.25%,2407,90.45%,3000,3,Duskull,,2,
1242,Stufful,,759,♂,298,68,14,14,11,86.7,8.0,8.0,,,,"2026-07-02 17:37",,,,0,1,0,961,99.37%,27,98.30%,363000,213,Stufful,,2,47.25%,2161,95.68%,25500,385,Bewear,,2,49.55%,2067,92.45%,12962,24,Stufful,,1,
1243,Squirtle,,7,♂,527,82,15,12,11,84.4,20.0,20.0,,,,"2026-07-02 17:37",5/4/2026,,,0,0,0,2500,46.03%,2211,93.19%,267000,273,Wartortle,,0,27.42%,2973,94.50%,267000,373,Blastoise,Normal,0,,,,,,,,,
1244,Orthworm,,968,♂,1285,108,15,11,10,80.0,20.0,20.0,,,,"2026-07-02 17:36",5/4/2026,,,0,0,0,2500,11.62%,3620,92.47%,17000,16,Orthworm,,0,88.33%,479,96.70%,431000,248,Orthworm,,0,,,,,,,,,
1245,Dewpider,,751,♀,147,48,11,5,14,66.7,8.0,8.0,,,,"2026-07-02 17:36",5/4/2026,,,0,1,0,961,44.76%,2263,94.75%,142326,207,Araquanid,,1,95.41%,189,95.21%,402600,258,Araquanid,,2,67.30%,1340,93.97%,4322,58,Araquanid,,1,
1246,Cottonee,,546,♂,387,79,14,12,13,86.7,20.0,20.0,,,,"2026-07-02 17:36",,,,0,0,0,2500,56.70%,1774,94.90%,43000,88,Whimsicott,,0,98.49%,63,97.19%,475000,298,Whimsicott,,0,22.00%,3195,88.56%,35000,31,Cottonee,,0,
1247,Pidove,,519,♂,309,72,15,13,13,91.1,13.0,13.0,,,,"2026-07-02 17:36",5/6/2026,,,0,0,0,1600,76.53%,962,94.80%,340800,288,Tranquill,,0,57.24%,1752,96.51%,157800,212,Unfezant,,0,49.99%,2049,92.66%,32800,32,Pidove,,0,
1248,Wiglett,,960,♀,417,55,14,14,14,93.3,26.0,26.0,,,,"2026-07-02 17:36",,,,1,0,0,2000,82.71%,709,96.66%,8500,66,Wugtrio,,0,99.78%,10,98.89%,218000,264,Wugtrio,,0,71.75%,1158,93.09%,29000,52,Wiglett,,0,
1249,Popplio,,728,♂,640,89,15,15,13,95.6,20.0,20.0,,,,"2026-07-02 17:36",5/7/2026,,,0,0,0,2500,57.34%,1748,95.38%,56000,75,Brionne,,0,14.19%,3515,94.24%,47000,167,Primarina,,0,,,,,,,,,
1250,Lechonk,,915,♀,65,40,4,9,15,62.2,4.0,4.0,,,,"2026-07-02 17:36",5/9/7076,,,0,0,0,400,80.63%,794,96.15%,57400,113,Oinkologne,Female,0,89.60%,427,97.85%,419400,348,Oinkologne,Female,0,77.73%,913,94.12%,94900,96,Lechonk,,0,
1251,Litwick,,607,♀,371,72,15,14,14,95.6,13.0,13.0,,,,"2026-07-02 17:36",5/9/2026,,,0,1,0,1921,77.83%,909,95.64%,12244,143,Chandelure,,1,54.75%,1854,95.65%,13800,125,Chandelure,,2,63.71%,1487,93.23%,19444,27,Litwick,,1,
1252,Growlithe,Normal,58,♂,707,96,15,14,15,97.8,20.0,20.0,,,,"2026-07-02 17:36",,,,0,0,0,2500,99.93%,4,99.07%,475000,248,Growlithe,Normal,0,17.19%,3392,94.67%,60500,104,Arcanine,Normal,0,,,,,,,,,
1253,Wartortle,,8,♂,240,51,15,15,8,84.4,6.0,6.0,,,,"2026-07-02 17:36",5/12/2026,,,0,0,0,600,36.68%,2594,92.69%,308400,294,Wartortle,,0,43.52%,2314,95.19%,319400,394,Blastoise,Normal,0,62.22%,1548,93.67%,11000,14,Wartortle,,0,
1254,Growlithe,Normal,58,,703,94,15,15,12,93.3,20.0,20.0,,,,"2026-07-02 17:36",5/13/2026,,,0,0,0,2500,99.68%,14,97.78%,475000,248,Growlithe,Normal,0,55.68%,1816,96.25%,65000,108,Arcanine,Normal,0,,,,,,,,,
1255,Snivy,,495,♂,476,85,13,15,15,95.6,20.0,20.0,,,,"2026-07-02 17:36",5/13/2026,,,0,0,0,2500,85.98%,575,96.12%,313000,273,Servine,,0,99.76%,11,99.79%,431000,373,Serperior,,0,65.40%,1418,93.56%,5000,4,Snivy,,0,
1256,Xurkitree,,796,,2228,123,15,15,11,91.1,20.0,20.0,,,,"2026-07-02 17:36",,,,0,0,0,2500,,,,,,,,,37.00%,2581,95.32%,11000,10,Xurkitree,,0,,,,,,,,,
1257,Loudred,,294,,286,79,10,13,15,84.4,8.0,8.0,,,,"2026-07-02 17:36",,,,0,1,0,961,99.71%,13,97.99%,402600,213,Loudred,,2,95.07%,203,97.95%,529926,434,Exploud,,1,66.28%,1382,93.80%,14883,27,Loudred,,1,
1258,Sobble,,816,♂,612,88,15,13,11,86.7,20.0,20.0,,,,"2026-07-02 17:36",5/14/2026,,,0,0,0,2500,27.74%,2960,93.87%,56000,75,Drizzile,,0,54.02%,1884,96.21%,75000,191,Inteleon,,0,,,,,,,,,
1259,Joltik,,595,♀,199,52,15,15,14,97.8,7.0,7.0,,,,"2026-07-02 17:36",5/14/2026,,,0,0,0,800,40.81%,2425,94.32%,60700,113,Galvantula,,0,99.95%,3,99.36%,515200,342,Galvantula,,0,82.74%,708,95.10%,1600,52,Galvantula,,0,
1260,Poipole,,803,,702,94,15,15,15,100.0,15.0,15.0,,,,"2026-07-02 17:36",4/23/2025,,,1,0,0,950,92.97%,289,97.41%,2850,206,Naganadel,,0,82.74%,708,96.96%,36450,266,Naganadel,,0,,,,,,,,,
1261,Mimikyu,,778,♂,490,60,13,11,14,84.4,8.0,8.0,,,,"2026-07-02 17:36",4/2/2026,,,0,0,0,800,56.73%,1773,95.38%,62600,64,Mimikyu,,0,97.90%,87,97.35%,513600,290,Mimikyu,,0,73.48%,1087,93.95%,0,0,Mimikyu,,0,
1262,Eevee,,133,♂,416,81,5,15,12,71.1,15.0,15.0,,,,"2026-07-02 17:36",2/12/2026,,,0,0,0,1900,98.56%,60,98.17%,12000,37,Sylveon,,0,96.65%,138,98.48%,101400,115,Flareon,,0,97.00%,124,97.29%,12000,12,Eevee,,0,
1263,Eevee,,133,♂,418,83,5,14,15,75.6,15.0,15.0,,,,"2026-07-02 17:36",1/22/2026,,,0,0,0,1900,99.51%,21,98.65%,16400,41,Jolteon,,0,97.75%,93,98.68%,96400,111,Flareon,,0,67.62%,1327,93.85%,9800,10,Eevee,,0,
1264,Pikachu,Normal,25,♂,711,86,15,13,13,91.1,27.0,27.0,,,,"2026-07-02 17:36",10/28/2025,,,0,0,0,4500,99.34%,28,97.26%,428000,206,Pikachu,Normal,0,99.34%,28,98.10%,428000,256,Raichu,Normal,0,,,,,,,,,
1265,Machop,,66,♂,688,108,15,14,14,95.6,19.0,19.0,,,,"2026-07-02 17:36",6/13/2025,,,0,0,0,2500,67.89%,1316,95.84%,44000,63,Machoke,,0,34.77%,2672,95.22%,65500,183,Machamp,,0,,,,,,,,,
1266,Misdreavus,,200,♂,1039,98,15,14,14,95.6,19.0,19.0,,,,"2026-07-02 17:36",5/15/7076,,,0,0,0,2500,48.62%,2105,94.42%,5000,104,Mismagius,,0,45.13%,2248,95.56%,174000,274,Mismagius,,0,,,,,,,,,
1267,Lechonk,,915,♀,233,75,7,5,12,53.3,13.0,13.0,,,,"2026-07-02 17:36",5/9/2026,,,0,0,0,1600,46.30%,2200,94.39%,41800,91,Oinkologne,Female,0,63.76%,1485,96.33%,403800,326,Oinkologne,Female,0,47.91%,2134,91.33%,79300,74,Lechonk,,0,
1268,Squirtle,,7,♂,209,51,15,14,11,88.9,8.0,8.0,,,,"2026-07-02 17:36",5/16/7076,,,0,0,0,800,60.34%,1625,95.21%,46600,174,Blastoise,Normal,0,47.89%,2135,95.37%,305600,415,Blastoise,Normal,0,19.95%,3279,89.94%,31400,36,Squirtle,,0,
1269,Helioptile,,694,♂,196,48,14,13,2,64.4,8.0,8.0,,,,"2026-07-02 17:36",,,,0,1,0,961,17.02%,3399,93.18%,52326,122,Heliolisk,,1,28.40%,2933,95.13%,168600,244,Heliolisk,,2,44.22%,2285,92.35%,46326,66,Helioptile,,1,
1270,Deino,,633,,448,79,15,14,12,91.1,15.0,15.0,,,,"2026-07-02 17:36",5/16/2026,,,0,0,0,1900,23.83%,3120,93.55%,81900,99,Zweilous,,0,21.66%,3209,94.57%,45400,167,Hydreigon,,0,45.49%,2233,92.27%,5700,6,Deino,,0,
1271,Deino,,633,♂,446,80,15,11,15,91.1,15.0,15.0,,,,"2026-07-02 17:36",5/16/2026,,,0,0,0,1900,15.75%,3451,93.04%,81900,99,Zweilous,,0,19.34%,3304,94.45%,45400,167,Hydreigon,,0,24.32%,3100,90.76%,5700,6,Deino,,0,
1272,Hydreigon,,635,♂,2319,143,15,13,15,95.6,22.5,22.5,,,,"2026-07-02 17:36",5/16/2026,,,0,0,0,3000,,,,,,,,,41.78%,2385,95.40%,10000,9,Hydreigon,,0,,,,,,,,,
1273,Zweilous,,634,,778,96,15,15,10,88.9,15.0,15.0,,,,"2026-07-02 17:36",5/16/2026,,,0,0,0,1900,12.01%,3604,92.78%,81900,74,Zweilous,,0,18.17%,3352,94.39%,45400,142,Hydreigon,,0,,,,,,,,,
1274,Hydreigon,,635,♂,1523,114,14,13,10,82.2,15.0,15.0,,,,"2026-07-02 17:36",5/16/2026,,,0,0,0,1900,,,,,,,,,67.74%,1322,96.37%,48900,45,Hydreigon,,0,,,,,,,,,
1275,Relicanth,,369,♂,2239,179,13,13,15,91.1,33.0,33.0,,,,"2026-07-02 17:36",10/15/2021,,,1,0,0,3500,,,,,,,,,39.10%,2495,95.44%,58000,150,Relicanth,,0,,,,,,,,,
1276,Deino,,633,♂,204,53,15,15,11,91.1,7.0,7.0,,,,"2026-07-02 17:35",,,,0,0,0,800,65.59%,1410,95.62%,17200,147,Hydreigon,,0,32.55%,2763,95.04%,64200,191,Hydreigon,,0,51.92%,1970,92.63%,4200,30,Zweilous,,0,
1277,Cresselia,,488,♀,1620,164,14,14,15,95.6,20.0,20.0,,,,"2026-07-02 17:35",,,,0,0,0,2500,,,,,,,,,33.65%,2718,95.19%,91000,80,Cresselia,,0,,,,,,,,,
1278,Deino,,633,♀,444,80,15,10,15,88.9,15.0,15.0,,,,"2026-07-02 17:35",,,,0,0,0,1900,45.69%,2225,94.71%,86400,103,Zweilous,,0,11.55%,3623,93.98%,45400,167,Hydreigon,,0,14.65%,3496,89.89%,5700,6,Deino,,0,
1279,Snorlax,,143,♂,714,129,14,11,14,86.7,8.0,8.0,,,,"2026-07-02 17:35",5/16/2026,,,0,1,0,961,64.84%,1441,95.44%,27486,45,Snorlax,,1,44.91%,2257,95.55%,108126,127,Snorlax,,1,,,,,,,,,
1280,Deino,,633,,445,79,15,12,13,88.9,15.0,15.0,,,,"2026-07-02 17:35",5/17/2026,,,0,0,0,1900,43.61%,2310,94.62%,86400,103,Zweilous,,0,16.21%,3432,94.28%,45400,167,Hydreigon,,0,21.61%,3211,90.55%,5700,6,Deino,,0,
1281,Ralts,,280,,118,40,15,15,10,88.9,8.0,8.0,,,,"2026-07-02 17:35",5/17/2026,,,0,1,0,961,46.30%,2200,94.63%,29766,173,Gardevoir,Normal,1,75.87%,989,97.11%,31550,143,Gardevoir,Normal,2,59.05%,1678,90.38%,239526,273,Ralts,,1,
1282,Venonat,,48,♀,344,80,10,9,12,68.9,13.0,13.0,,,,"2026-07-02 17:35",,,,0,1,0,1921,76.75%,953,95.79%,10200,54,Venomoth,,2,96.51%,144,95.35%,402600,258,Venomoth,,2,25.79%,3040,90.71%,24724,33,Venonat,,1,
1283,Celesteela,,797,,1745,138,14,12,13,86.7,20.0,20.0,,,,"2026-07-02 17:35",4/4/2024,,,1,0,0,0,,,,,,,,,43.20%,2327,95.70%,30250,54,Celesteela,,0,,,,,,,,,
1284,Eevee,,133,♂,605,94,15,14,13,93.3,20.0,20.0,,,,"2026-07-02 17:35",5/20/2026,,,0,0,0,2500,26.74%,3001,93.14%,27500,50,Umbreon,,0,55.26%,1833,95.73%,85000,99,Jolteon,,0,,,,,,,,,
1285,Sprigatito,,906,♂,568,79,14,14,13,91.1,20.0,20.0,,,,"2026-07-02 17:35",5/21/2026,,,0,0,0,2500,65.91%,1397,95.68%,116000,131,Floragato,,0,63.30%,1504,96.49%,103000,217,Meowscarada,,0,,,,,,,,,
1286,Abra,,63,♂,748,63,14,12,14,88.9,20.0,20.0,,,,"2026-07-02 17:35",5/25/2026,,,0,0,0,2500,97.95%,85,96.52%,475000,248,Abra,,0,81.66%,752,97.17%,65000,183,Alakazam,Normal,0,,,,,,,,,
1287,Bouffalant,,626,♀,1190,118,15,14,13,93.3,15.0,15.0,,,,"2026-07-02 17:35",12/4/2023,,,1,0,0,950,15.97%,3442,93.41%,7100,14,Bouffalant,,0,51.67%,1980,96.02%,65200,118,Bouffalant,,0,,,,,,,,,
1288,Gimmighoul,Roaming,999,,587,85,12,6,15,73.3,20.0,20.0,,,,"2026-07-02 17:35",,,,0,0,0,2500,82.54%,716,88.37%,475000,248,Gimmighoul,Roaming,0,48.18%,2123,95.73%,35000,31,Gholdengo,,0,,,,,,,,,
1289,Braviary,Hisui,628,♂,1201,132,14,15,15,97.8,15.0,15.0,,,,"2026-07-02 17:35",5/27/2026,,,0,0,0,1900,57.31%,1749,95.34%,14200,14,Braviary,Hisui,0,54.16%,1878,96.25%,118400,106,Braviary,Hisui,0,,,,,,,,,
1290,Lunala,,792,,2286,166,14,13,14,91.1,20.0,20.0,,,,"2026-07-02 17:35",,,,1,0,0,0,,,,,,,,,32.11%,2781,94.82%,4000,7,Lunala,,0,,,,,,,,,
1291,Suicune,,245,,1640,141,10,12,12,75.6,20.0,20.0,,,,"2026-07-02 17:35",5/28/2026,,,0,0,0,2500,,,,,,,,,48.38%,2115,96.05%,80000,70,Suicune,,0,,,,,,,,,
1292,Poliwag,,60,♂,443,78,15,12,15,93.3,19.0,19.0,,,,"2026-07-02 17:35",5/30/2026,,,0,0,0,2500,86.76%,543,96.12%,342000,277,Poliwhirl,,0,45.15%,2247,95.00%,272000,377,Politoed,,0,18.19%,3351,89.74%,10000,8,Poliwag,,0,
1293,Feebas,,349,♀,72,41,12,14,14,88.9,10.0,10.0,,,,"2026-07-02 17:35",9/27/2023,,,1,0,0,500,43.10%,2331,94.49%,11700,128,Milotic,,0,46.20%,2204,95.89%,52500,200,Milotic,,0,97.88%,88,91.15%,255000,286,Feebas,,0,
1294,Spheal,,363,,210,69,15,9,14,84.4,8.0,8.0,,,,"2026-07-02 17:35",6/1/2026,,,0,1,0,961,52.53%,1945,95.13%,43326,188,Walrein,,1,20.05%,3275,94.46%,92100,209,Walrein,,2,14.16%,3516,89.43%,37686,57,Spheal,,1,
1295,Diglett,Alola,50,♂,378,47,15,13,12,88.9,20.0,20.0,,,,"2026-07-02 17:35",6/3/2026,,,0,0,0,2500,37.97%,2541,94.36%,56000,100,Dugtrio,Alola,0,98.41%,66,96.85%,475000,298,Dugtrio,Alola,0,21.64%,3210,89.81%,39000,34,Diglett,Alola,0,
1296,Beldum,,374,,347,61,14,13,8,77.8,13.0,13.0,,,,"2026-07-02 17:35",6/3/2026,,,0,1,0,1921,37.92%,2543,94.41%,3842,131,Metagross,Normal,1,52.94%,1928,95.82%,57964,193,Metagross,Normal,1,25.40%,3056,90.49%,24724,33,Beldum,,1,
1297,Tandemaus,,924,,375,78,13,15,15,95.6,15.0,15.0,,,,"2026-07-02 17:35",6/3/2026,,,0,0,0,1900,54.53%,1863,95.13%,64400,108,Maushold,Three,0,99.90%,5,98.85%,496400,318,Maushold,Three,0,72.72%,1118,94.07%,21400,20,Tandemaus,,0,
1298,Bagon,,371,♂,412,66,15,10,10,77.8,13.0,13.0,,,,"2026-07-02 17:35",6/3/2026,,,0,0,0,1600,29.62%,2883,93.73%,70800,91,Shelgon,,0,12.21%,3596,94.13%,48300,172,Salamence,Normal,0,18.90%,3322,90.41%,8300,10,Bagon,,0,
1299,Dratini,,147,♂,224,50,15,14,14,95.6,8.0,8.0,,,,"2026-07-02 17:35",6/4/2026,,,0,0,0,800,44.40%,2278,94.77%,108600,129,Dragonair,,0,55.90%,1807,95.66%,55600,183,Dragonite,Normal,0,64.86%,1440,93.85%,27000,32,Dratini,,0,
1300,Elekid,,239,♂,517,73,15,15,15,100.0,15.0,15.0,,,,"2026-07-02 17:35",6/7/2026,,,0,0,0,1900,83.44%,679,96.14%,7600,133,Electivire,,0,93.21%,279,97.29%,371400,293,Electabuzz,,0,,,,,,,,,
1301,Salandit,,757,,629,87,14,14,13,91.1,20.0,20.0,,,,"2026-07-02 17:35",6/7/2026,,,0,0,0,2500,28.40%,2933,94.13%,5000,54,Salazzle,,0,70.35%,1215,96.38%,256000,298,Salazzle,,0,,,,,,,,,
1302,Electabuzz,,125,♀,1302,106,13,10,15,84.4,20.0,20.0,,,,"2026-07-02 17:35",6/8/2026,,,0,0,0,2500,83.25%,687,96.86%,17000,16,Electabuzz,,0,92.58%,305,97.22%,403000,248,Electabuzz,,0,,,,,,,,,
1303,Lapras,,131,♂,540,106,4,7,8,42.2,8.0,8.0,,,,"2026-07-02 17:35",,,,0,1,0,0,46.96%,2173,95.22%,55926,76,Lapras,,1,66.37%,1378,96.59%,393126,384,Lapras,,1,,,,,,,,,
1304,Electabuzz,,125,♂,1318,104,15,14,12,91.1,20.0,20.0,,,,"2026-07-02 17:35",6/8/2026,,,0,0,0,2500,35.16%,2656,94.50%,14000,13,Electabuzz,,0,79.93%,823,95.98%,363000,248,Electabuzz,,0,,,,,,,,,
1305,Impidimp,,859,♂,453,83,15,14,12,91.1,20.0,20.0,,,,"2026-07-02 17:35",6/8/2026,,,0,0,0,2500,77.09%,939,94.88%,313000,273,Morgrem,,0,62.95%,1518,96.64%,97000,211,Grimmsnarl,,0,54.31%,1872,92.19%,11000,10,Impidimp,,0,
1306,Chansey,,113,♀,689,299,13,12,14,86.7,20.0,20.0,,,,"2026-07-02 17:35",6/9/2026,,,0,0,0,2500,95.46%,187,95.07%,475000,248,Chansey,,0,21.39%,3220,93.91%,130000,172,Blissey,,0,,,,,,,,,
1307,Electabuzz,,125,♂,1320,105,14,14,14,93.3,20.0,20.0,,,,"2026-07-02 17:34",6/10/7076,,,0,0,0,2500,63.15%,1510,95.76%,14000,13,Electabuzz,,0,89.60%,427,96.86%,363000,248,Electabuzz,,0,,,,,,,,,
1308,Helioptile,,694,♂,325,66,10,13,11,75.6,13.0,13.0,,,,"2026-07-02 17:34",6/13/2026,,,0,1,0,1921,91.97%,330,97.24%,39364,98,Heliolisk,,1,74.90%,1029,96.94%,151500,219,Heliolisk,,2,83.13%,692,95.30%,33364,42,Helioptile,,1,
1309,Togetic,,176,♂,976,96,15,15,15,100.0,20.0,20.0,,,,"2026-07-02 17:34",6/14/7076,,,0,0,0,2500,28.64%,2923,93.62%,85000,74,Togetic,,0,55.34%,1830,95.74%,39000,134,Togekiss,,0,,,,,,,,,
1310,Machop,,66,♂,282,68,15,14,10,86.7,8.0,8.0,,,,"2026-07-02 17:34",6/14/2026,,,0,0,0,800,39.02%,2498,94.45%,77600,101,Machoke,,0,62.12%,1552,96.28%,103600,225,Machamp,,0,23.98%,3114,89.86%,800,26,Machoke,,0,
1311,Magcargo,,219,♂,1190,98,15,12,11,84.4,25.0,25.0,,,,"2026-07-02 17:34",6/15/2026,,,0,0,0,4000,27.64%,2964,93.61%,78000,70,Magcargo,,0,97.78%,92,96.22%,444000,220,Magcargo,,0,,,,,,,,,
1312,Roggenrola,,524,♂,671,93,15,12,11,84.4,20.0,20.0,,,,"2026-07-02 17:34",,,,0,0,0,2500,14.43%,3505,92.95%,39000,84,Boldore,,0,57.90%,1725,96.04%,51500,296,Gigalith,,0,,,,,,,,,
1313,Roggenrola,,524,,676,94,15,13,12,88.9,20.0,20.0,,,,"2026-07-02 17:34",6/15/2026,,,0,0,0,2500,38.46%,2521,94.30%,39000,84,Boldore,,0,13.89%,3527,94.09%,47000,292,Gigalith,,0,,,,,,,,,
1314,Roggenrola,,524,,679,93,15,15,11,91.1,20.0,20.0,,,,"2026-07-02 17:34",,,,0,0,0,2500,47.57%,2148,94.75%,39000,84,Boldore,,0,31.06%,2824,94.97%,47000,292,Gigalith,,0,,,,,,,,,
1315,Mankey,,56,,713,84,15,10,15,88.9,22.0,22.0,,,,"2026-07-02 17:34",6/15/2026,,,0,0,0,3000,39.37%,2484,94.44%,6000,56,Primeape,,0,95.70%,177,97.90%,420000,288,Primeape,,0,,,,,,,,,
1316,Eevee,,133,♂,592,93,14,12,11,82.2,20.0,20.0,,,,"2026-07-02 17:34",6/16/2026,,,0,0,0,2500,34.68%,2676,93.62%,31000,53,Umbreon,,0,61.44%,1580,96.41%,70000,87,Flareon,,0,,,,,,,,,
1317,Seaking,,119,♀,876,105,14,1,13,62.2,15.0,15.0,,,,"2026-07-02 17:34",6/16/7076,,,0,0,0,1900,14.31%,3510,92.80%,56400,51,Seaking,,0,65.98%,1394,89.82%,496400,268,Seaking,,0,,,,,,,,,
1318,Klawf,,950,♂,1014,95,14,14,12,88.9,15.0,15.0,,,,"2026-07-02 17:34",6/16/2026,,,0,0,0,1900,54.04%,1883,94.75%,32400,30,Klawf,,0,65.42%,1417,95.44%,334400,268,Klawf,,0,,,,,,,,,
